CODE	EN	Code-8digits
15626000-2	Custard powder	15626000
15700000-5	Animal feedstuffs	15700000
15710000-8	Prepared animal feeds for farm and other animals	15710000
15711000-5	Fish food	15711000
15712000-2	Dry fodder	15712000
15713000-9	Pet food	15713000
15800000-6	Miscellaneous food products	15800000
15810000-9	Bread products, fresh pastry goods and cakes	15810000
15811000-6	Bread products	15811000
15811100-7	Bread	15811100
15811200-8	Rolls	15811200
15811300-9	Croissants	15811300
15811400-0	Crumpets	15811400
15811500-1	Prepared bread products	15811500
15811510-4	Sandwiches	15811510
15811511-1	Prepared sandwiches	15811511
15812000-3	Pastry goods and cakes	15812000
15812100-4	Pastry goods	15812100
15812120-0	Pies	15812120
15812121-7	Savoury pies	15812121
15812122-4	Sweet pies	15812122
15812200-5	Cakes	15812200
15813000-0	Morning goods	15813000
15820000-2	Rusks and biscuits; preserved pastry goods and cakes	15820000
15821000-9	Toasted bread products and pastry goods	15821000
15821100-0	Toasted bread products	15821100
15821110-3	Toasted bread	15821110
15821130-9	Crispbread	15821130
15821150-5	Rusks	15821150
15821200-1	Sweet biscuits	15821200
15830000-5	Sugar and related products	15830000
15831000-2	Sugar	15831000
15831200-4	White sugar	15831200
15831300-5	Maple sugar and maple syrup	15831300
15831400-6	Molasses	15831400
15831500-7	Sugar syrups	15831500
15831600-8	Honey	15831600
15832000-9	Sugar-manufacture waste	15832000
15833000-6	Sugar products	15833000
15833100-7	Desserts	15833100
15833110-0	Flans	15833110
15840000-8	Cocoa; chocolate and sugar confectionery	15840000
15841000-5	Cocoa	15841000
15841100-6	Cocoa paste	15841100
15841200-7	Cocoa butter, fat or oil	15841200
15841300-8	Unsweetened cocoa powder	15841300
15841400-9	Sweetened cocoa powder	15841400
15842000-2	Chocolate and sugar confectionery	15842000
15842100-3	Chocolate	15842100
15842200-4	Chocolate products	15842200
15842210-7	Drinking chocolate	15842210
15842220-0	Chocolate bars	15842220
15842300-5	Confectionery	15842300
15842310-8	Boiled sweets	15842310
15842320-1	Nougat	15842320
15842400-6	Fruit, nuts or fruit peel preserved by sugar	15842400
15850000-1	Pasta products	15850000
15851000-8	Farinaceous products	15851000
15851100-9	Uncooked pasta	15851100
15851200-0	Prepared pasta and couscous	15851200
15851210-3	Prepared pasta	15851210
15851220-6	Stuffed pasta	15851220
15851230-9	Lasagne	15851230
15851250-5	Couscous	15851250
15851290-7	Canned pasta	15851290
15860000-4	Coffee, tea and related products	15860000
15861000-1	Coffee	15861000
15861100-2	Roasted coffee	15861100
15861200-3	Decaffeinated coffee	15861200
15862000-8	Coffee substitutes	15862000
15863000-5	Tea	15863000
15863100-6	Green tea	15863100
15863200-7	Black tea	15863200
15864000-2	Preparations of tea or maté	15864000
15864100-3	Teabags	15864100
15865000-9	Herbal infusions	15865000
15870000-7	Condiments and seasonings	15870000
15871000-4	Vinegar; sauces; mixed condiments; mustard flour and meal; prepared mustard	15871000
15871100-5	Vinegar and vinegar substitutes	15871100
15871110-8	Vinegar or equivalent	15871110
15871200-6	Sauces, mixed condiments and mixed seasonings	15871200
15871210-9	Soya sauce	15871210
15871230-5	Tomato ketchup	15871230
15871250-1	Mustard	15871250
15871260-4	Sauces	15871260
15871270-7	Mixed condiments	15871270
15871273-8	Mayonnaise	15871273
15871274-5	Sandwich spreads	15871274
15871279-0	Chutney	15871279
15872000-1	Herbs and spices	15872000
15872100-2	Pepper	15872100
15872200-3	Spices	15872200
15872300-4	Herbs	15872300
15872400-5	Salt	15872400
15872500-6	Ginger	15872500
15880000-0	Special nutritional products	15880000
15881000-7	Homogenised food preparations	15881000
15882000-4	Dietetic products	15882000
15884000-8	Baby food	15884000
15890000-3	Miscellaneous food products and dried goods	15890000
15891000-0	Soups and broths	15891000
15891100-1	Meat soups	15891100
15891200-2	Fish soups	15891200
15891300-3	Mixed soups	15891300
15891400-4	Soups	15891400
15891410-7	Soup mixes	15891410
15891500-5	Broths	15891500
15891600-6	Stocks	15891600
15891610-9	Mixes for stocks	15891610
15891900-9	Vegetable soups	15891900
15892000-7	Vegetable saps, extracts, peptic substances and thickeners	15892000
15892100-8	Vegetable saps	15892100
15892200-9	Vegetable extracts	15892200
15892400-1	Thickeners	15892400
15893000-4	Dry goods	15893000
15893100-5	Food mixes	15893100
15893200-6	Dessert mixes	15893200
15893300-7	Gravy mixes	15893300
15894000-1	Processed food products	15894000
15894100-2	Vegan packs	15894100
15894200-3	Prepared meals	15894200
15894210-6	School meals	15894210
15894220-9	Hospital meals	15894220
15894300-4	Prepared dishes	15894300
15894400-5	Snacks	15894400
15894500-6	Vending-machine ingredients	15894500
15894600-7	Sandwich fillings	15894600
15894700-8	Delicatessen	15894700
15895000-8	Fast-food products	15895000
15895100-9	Hamburgers	15895100
15896000-5	Deep-frozen products	15896000
15897000-2	Canned goods and field rations	15897000
15897100-3	Field rations	15897100
15897200-4	Canned goods	15897200
15897300-5	Food parcels	15897300
15898000-9	Yeast	15898000
15899000-6	Baking powder	15899000
15900000-7	Beverages, tobacco and related products	15900000
15910000-0	Distilled alcoholic beverages	15910000
15911000-7	Spirituous beverages	15911000
15911100-8	Spirits	15911100
15911200-9	Liqueurs	15911200
15930000-6	Wines	15930000
15931000-3	Unflavoured wines	15931000
15931100-4	Sparkling wine	15931100
15931200-5	Table wine	15931200
15931300-6	Port	15931300
15931400-7	Madeira	15931400
15931500-8	Grape must	15931500
15931600-9	Sherry	15931600
15932000-0	Wine lees	15932000
15940000-9	Cider and other fruit wines	15940000
15941000-6	Cider	15941000
15942000-3	Fruit wines	15942000
15950000-2	Non-distilled fermented beverages	15950000
15951000-9	Vermouth	15951000
15960000-5	Malt beer	15960000
15961000-2	Beer	15961000
15961100-3	Lager	15961100
15962000-9	Brewing or distilling dregs	15962000
15980000-1	Non-alcoholic beverages	15980000
15981000-8	Mineral water	15981000
15981100-9	Still mineral water	15981100
15981200-0	Sparkling mineral water	15981200
15981300-1	Water in solid form	15981300
15981310-4	Ice	15981310
15981320-7	Snow	15981320
15981400-2	Flavoured mineral waters	15981400
15982000-5	Soft drinks	15982000
15982100-6	Fruit squashes	15982100
15982200-7	Chocolate milk	15982200
15990000-4	Tobacco, tobacco goods and supplies	15990000
15991000-1	Tobacco goods	15991000
15991100-2	Cigars	15991100
15991200-3	Cigarillos	15991200
15991300-4	Cigarettes	15991300
15992000-8	Tobacco	15992000
15992100-9	Manufactured tobacco	15992100
15993000-5	Tobacconist supplies	15993000
15994000-2	Cigarette paper and filter paper	15994000
15994100-3	Cigarette paper	15994100
15994200-4	Filter paper	15994200
16000000-5	Agricultural machinery	16000000
16100000-6	Agricultural and forestry machinery for soil preparation or cultivation	16100000
16110000-9	Ploughs or disc harrows	16110000
16120000-2	Harrows, scarifiers, cultivators, weeders or hoes	16120000
16130000-5	Seeders, planters or transplanters	16130000
16140000-8	Manure spreaders	16140000
16141000-5	Fertiliser distributors	16141000
16150000-1	Lawn or sports-ground rollers	16150000
16160000-4	Miscellaneous gardening equipment	16160000
16300000-8	Harvesting machinery	16300000
16310000-1	Mowers	16310000
16311000-8	Lawnmowers	16311000
16311100-9	Lawn, park or sports-ground mowers	16311100
16320000-4	Haymaking machinery	16320000
16330000-7	Straw or fodder balers	16330000
16331000-4	Pick-up balers	16331000
16340000-0	Harvesting and threshing machinery	16340000
16400000-9	Spraying machinery for agriculture or horticulture	16400000
16500000-0	Self-loading or unloading trailers and semi-trailers for agriculture	16500000
16510000-3	Self-loading trailers for agriculture	16510000
16520000-6	Unloading trailers for agriculture	16520000
16530000-9	Self-loading semi-trailers for agriculture	16530000
16540000-2	Unloading semi-trailers for agriculture	16540000
16600000-1	Specialist agricultural or forestry machinery	16600000
16610000-4	Machines for cleaning, sorting or grading eggs, fruit or other produce	16610000
16611000-1	Machines for cleaning produce	16611000
16611100-2	Machines for cleaning eggs	16611100
16611200-3	Machines for cleaning fruit	16611200
16612000-8	Machines for sorting or grading produce	16612000
16612100-9	Machines for sorting or grading eggs	16612100
16612200-0	Machines for sorting or grading fruit	16612200
16613000-5	Machines for cleaning, sorting or grading seed, grain or dried vegetables	16613000
16620000-7	Milking machines	16620000
16630000-0	Machinery for preparing animal feeding stuffs	16630000
16640000-3	Bee-keeping machinery	16640000
16650000-6	Poultry-keeping machinery	16650000
16651000-3	Poultry incubators and brooders	16651000
16700000-2	Tractors	16700000
16710000-5	Pedestrian-controlled agricultural tractors	16710000
16720000-8	Used tractors	16720000
16730000-1	Traction motors	16730000
16800000-3	Parts of agricultural and forestry machinery	16800000
16810000-6	Parts of agricultural machinery	16810000
16820000-9	Parts of forestry machinery	16820000
18000000-9	Clothing, footwear, luggage articles and accessories	18000000
18100000-0	Occupational clothing, special workwear and accessories	18100000
18110000-3	Occupational clothing	18110000
18113000-4	Industrial clothing	18113000
18114000-1	Coveralls	18114000
18130000-9	Special workwear	18130000
18132000-3	Flying clothing	18132000
18132100-4	Flight jackets	18132100
18132200-5	Flight suits	18132200
18140000-2	Workwear accessories	18140000
18141000-9	Work gloves	18141000
18142000-6	Safety visors	18142000
18143000-3	Protective gear	18143000
18200000-1	Outerwear	18200000
18210000-4	Coats	18210000
18211000-1	Capes	18211000
18212000-8	Cloaks	18212000
18213000-5	Wind jackets	18213000
18220000-7	Weatherproof clothing	18220000
18221000-4	Waterproof clothing	18221000
18221100-5	Waterproof capes	18221100
18221200-6	Anoraks	18221200
18221300-7	Raincoats	18221300
18222000-1	Corporate clothing	18222000
18222100-2	Suits	18222100
18222200-3	Ensembles	18222200
18223000-8	Jackets and blazers	18223000
18223100-9	Blazers	18223100
18223200-0	Jackets	18223200
18224000-5	Clothing made of coated or impregnated textile fabrics	18224000
18230000-0	Miscellaneous outerwear	18230000
18231000-7	Dresses	18231000
18232000-4	Skirts	18232000
18233000-1	Shorts	18233000
18234000-8	Trousers	18234000
18235000-5	Pullovers, cardigans and similar articles	18235000
18235100-6	Pullovers	18235100
18235200-7	Cardigans	18235200
18235300-8	Sweatshirts	18235300
18235400-9	Waistcoats	18235400
18300000-2	Garments	18300000
18310000-5	Underwear	18310000
18311000-2	Slips	18311000
18312000-9	Underpants	18312000
18313000-6	Panties	18313000
18314000-3	Bathrobes	18314000
18315000-0	Stockings	18315000
18316000-7	Tights	18316000
18317000-4	Socks	18317000
18318000-1	Nightwear	18318000
18318100-2	Nightshirts	18318100
18318200-3	Dressing gowns	18318200
18318300-4	Pyjamas	18318300
18318400-5	Vests	18318400
18318500-6	Nightdresses	18318500
18320000-8	Brassieres, corsets, suspenders and similar articles	18320000
18321000-5	Brassieres	18321000
18322000-2	Corsets	18322000
18323000-9	Suspenders	18323000
18330000-1	T-shirts and shirts	18330000
18331000-8	T-shirts	18331000
18332000-5	Shirts	18332000
18333000-2	Polo shirts	18333000
18400000-3	Special clothing and accessories	18400000
18410000-6	Special clothing	18410000
18411000-3	Baby clothing	18411000
18412000-0	Sportswear	18412000
18412100-1	Tracksuits	18412100
18412200-2	Sports shirts	18412200
18412300-3	Ski suits	18412300
18412800-8	Swimwear	18412800
18420000-9	Clothing accessories	18420000
18421000-6	Handkerchiefs	18421000
18422000-3	Scarves	18422000
18423000-0	Ties	18423000
18424000-7	Gloves	18424000
18424300-0	Disposable gloves	18424300
18424400-1	Mittens	18424400
18424500-2	Gauntlets	18424500
18425000-4	Belts	18425000
18425100-5	Bandoliers	18425100
18440000-5	Hats and headgear	18440000
18441000-2	Hats	18441000
18443000-6	Headgear and headgear accessories	18443000
18443100-7	Headbands	18443100
18443300-9	Headgear	18443300
18443310-2	Berets	18443310
18443320-5	Field caps	18443320
18443330-8	Hoods	18443330
18443340-1	Caps	18443340
18443400-0	Chin straps for headgear	18443400
18443500-1	Visors	18443500
18444000-3	Protective headgear	18444000
18444100-4	Safety headgear	18444100
18444110-7	Helmets	18444110
18444111-4	Crash helmets	18444111
18444112-1	Bicycle helmets	18444112
18444200-5	Hard hats	18444200
18450000-8	Fasteners (clothing)	18450000
18451000-5	Buttons	18451000
18451100-6	Parts of buttons	18451100
18452000-2	Safety pins	18452000
18453000-9	Zip fasteners	18453000
18500000-4	Jewellery, watches and related articles	18500000
18510000-7	Jewellery and related articles	18510000
18511000-4	Precious stone for jewellery	18511000
18511100-5	Diamonds	18511100
18511200-6	Rubies	18511200
18511300-7	Emeralds	18511300
18511400-8	Opal stone	18511400
18511500-9	Quartz stone	18511500
18511600-0	Tourmaline stone	18511600
18512000-1	Coins and medals	18512000
18512100-2	Coins	18512100
18512200-3	Medals	18512200
18513000-8	Articles of jewellery	18513000
18513100-9	Pearls	18513100
18513200-0	Goldsmiths' wares	18513200
18513300-1	Articles of precious metal	18513300
18513400-2	Articles of precious or semi-precious stones	18513400
18513500-3	Silversmiths' wares	18513500
18520000-0	Personal horology	18520000
18521000-7	Watches	18521000
18521100-8	Glass for watches	18521100
18522000-4	Wristwatches	18522000
18523000-1	Stopwatches	18523000
18530000-3	Presents and rewards	18530000
18600000-5	Furs and articles of fur	18600000
18610000-8	Fur articles	18610000
18611000-5	Fur skins	18611000
18612000-2	Fur clothing	18612000
18613000-9	Artificial fur articles	18613000
18620000-1	Furs	18620000
18800000-7	Footwear	18800000
18810000-0	Footwear other than sports and protective footwear	18810000
18811000-7	Waterproof footwear	18811000
18812000-4	Footwear with rubber or plastic parts	18812000
18812100-5	Sandals with uppers of rubber or plastics	18812100
18812200-6	Rubber boots	18812200
18812300-7	Town footwear with rubber or plastic uppers	18812300
18812400-8	Flip-flops	18812400
18813000-1	Footwear with uppers of leather	18813000
18813100-2	Sandals	18813100
18813200-3	Slippers	18813200
18813300-4	Town footwear	18813300
18814000-8	Footwear with uppers of textile materials	18814000
18815000-5	Boots	18815000
18815100-6	Ankle boots	18815100
18815200-7	Calf boots	18815200
18815300-8	Knee boots	18815300
18815400-9	Waders	18815400
18816000-2	Galoshes	18816000
18820000-3	Sports footwear	18820000
18821000-0	Ski footwear	18821000
18821100-1	Cross-country ski footwear	18821100
18822000-7	Training shoes	18822000
18823000-4	Climbing boots	18823000
18824000-1	Football boots	18824000
18830000-6	Protective footwear	18830000
18831000-3	Footwear incorporating a protective metal toecap	18831000
18832000-0	Special footwear	18832000
18832100-1	Flying footwear	18832100
18840000-9	Parts of footwear	18840000
18841000-6	Footwear uppers	18841000
18842000-3	Soles	18842000
18843000-0	Heels	18843000
18900000-8	Luggage, saddlery, sacks and bags	18900000
18910000-1	Saddlery	18910000
18911000-8	Saddles	18911000
18912000-5	Riding crops	18912000
18913000-2	Whips	18913000
18920000-4	Luggage	18920000
18921000-1	Suitcases	18921000
